medium_id	component_index	component_name	current_bigg	proposed_bigg	proposed_tier	mapper_note	why_not_applied
growthlit_PMC5486835_m9_mineral_medium_5_mm_vanillate	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC5486835_m9_mineral_medium_5_mm_vanillin	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC5658627_modified_rrnco_medium_10_mm_acetate_syng	19	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC5697356_cgxii_minimal_medium_1_5_h_heat_treated_	17	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC5697356_cgxii_minimal_medium_1_h_heat_treated_py	17	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC5838312_maxoeno_chemically_defined_wine_like_med	18	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC6349771_anaerobic_nitrate_reducing_minimal_mediu	9	Bicarbonate / NaHCO3 (hco3)	hco3	h2co3	fuzzy_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M; resolved from the parenthetical qualifier 'hco3', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC6349771_nitrate_reducing_minimal_medium_8_mm_lac	9	Bicarbonate / NaHCO3 (hco3)	hco3	h2co3	fuzzy_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M; resolved from the parenthetical qualifier 'hco3', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC6349771_nitrite_reducing_minimal_medium_8_mm_lac	9	Bicarbonate / NaHCO3 (hco3)	hco3	h2co3	fuzzy_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M; resolved from the parenthetical qualifier 'hco3', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC6657660_fresh_water_medium_fwm_tourna_et_al_2011	10	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC7191041_kim_medium_0_25_w_v_d_galactose	15	(NH4)H2PO4	pi	nh4	exact_name	ammonium; resolved from the parenthetical qualifier 'NH4', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC7191041_kim_medium_with_feso4_7h2o_co2_as_carbon	14	(NH4)H2PO4	pi	nh4	exact_name	ammonium; resolved from the parenthetical qualifier 'NH4', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC7209981_synthetic_crenarchaeota_medium_scm	8	NaHCO3 (bicarbonate)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M; resolved from the parenthetical qualifier 'bicarbonate', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC7380578_mtc_medium	11	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC7840915_modified_hypho_minimal_medium_with_lacto	7	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8005581_m9_minimal_medium_20_g_l_glucose	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8407350_nob_mineral_salts_medium_lithoautotrophi	21	Potassium bicarbonate (KHCO3)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8407350_nob_mineral_salts_medium_spieck_and_lips	21	Potassium bicarbonate (KHCO3)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8594446_chemically_defined_liquid_minimal_medium	4	Fe2+ (iron)	fe2	fe	fuzzy_name	target fe carries no InChIKey and no formula in tools/bigg_metabolite_dict.json, so the name match could not be checked against structure; resolved from the parenthetical qualifier 'iron', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8594446_liquid_minimal_medium_n2_fixing_no_added	4	Fe2+ (iron)	fe2	fe	fuzzy_name	target fe carries no InChIKey and no formula in tools/bigg_metabolite_dict.json, so the name match could not be checked against structure; resolved from the parenthetical qualifier 'iron', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8594446_liquid_minimal_medium_nh4_replete	4	Fe2+ (iron)	fe2	fe	fuzzy_name	target fe carries no InChIKey and no formula in tools/bigg_metabolite_dict.json, so the name match could not be checked against structure; resolved from the parenthetical qualifier 'iron', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_10_mm_l_arginine	7	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_10_mm_l_citrulline	7	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_10_mm_l_glutamate	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_10_mm_l_glutamine	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_10_mm_l_ornithine	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm2_0phe_bsm_2_0_mm_phenol_batch_positi	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8674442_bsm_basal_salt_medium_with_phenol_as_sol	6	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8850433_5_l_bioreactor_fermentation_medium_gluco	12	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8850433_fermentation_medium_5_l_bioreactor_bioti	12	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC8941145_13c_bicarbonate_thiosulfate_amended_hain	8	Bicarbonate (13C- or 12C-bicarbonate)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC9011048_btm2_dmr_corn_stover_hydrolysate	10	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC9011048_btm2_glucose	11	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC9011048_btm2_mixed_pure_sugars_glucose_xylose_ar	13	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC9011048_btm2_modified_bt_glucose	11	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
growthlit_PMC9367096_fermentation_medium_fm	7	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC10308913_chemically_defined_medium_bryant_and_bur	22	Propionic acid (propionate)	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M; resolved from the parenthetical qualifier 'propionate', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC10949502_cgx_minimal_medium	5	Fe2+ (iron)	fe2	fe	fuzzy_name	target fe carries no InChIKey and no formula in tools/bigg_metabolite_dict.json, so the name match could not be checked against structure; resolved from the parenthetical qualifier 'iron', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC11557832_r_2_medium_aloesone_production	17	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC11575385_modified_m9_minimal_medium_with_casamino	10	Iron (fe2)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'fe2', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC12222865_artificial_root_exudate_re_medium	22	Malonic acid (malonate)	malon	HC00319	exact_name	target malon is absent from the BiGGr reactome; substituted HC00319, which carries the identical InChIKey OFOBLEOULBTSOW-UHFFFAOYSA-L; resolved from the parenthetical qualifier 'malonate', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC13185528_modified_semi_defined_media_sdm	17	Bicarbonate (from NaHCO3; BiGG hco3)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC13289028_photosynthetic_medium_pm_supplemented_fo	10	Bicarbonate (from NaHCO3)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC7380578_mtc	11	Iron (Fe2+)	fe	fe2	fuzzy_name	resolved from the parenthetical qualifier 'Fe2+', which is more specific than the head term	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
lit_PMC9765009_anoxic_oxic_saltwater_incubation_medium_	12	Bicarbonate (carbon amendment option)	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_119	5	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_120	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_121	4	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_123	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_124	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_125	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_126	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_127	3	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_128	5	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_130	5	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_132	6	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_186	5	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_187	5	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_189	9	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_277	7	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mdb_278	2	beta-D-Glucose	glc_D_B	glc__bD	exact_name	target glc_D_B is absent from the BiGGr reactome; substituted glc__bD, which carries the identical InChIKey WQZGKKKJIJFFOK-VFUOTHLCSA-N	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1006	53	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_119	59	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_119a	59	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_119b	63	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_119c	60	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1245	57	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1406	58	Arsenate	aso4	arsna	exact_name	target aso4 is absent from the BiGGr reactome; substituted arsna, which carries the identical InChIKey DJHGAFSJWGLOIV-UHFFFAOYSA-L	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1455	56	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1494	91	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_161	63	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1611	55	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_1705	66	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_212a	71	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_29a	56	Bicarbonate	hco3	h2co3	exact_name	target hco3 is absent from the BiGGr reactome; substituted h2co3, which carries the identical InChIKey BVKZGUZCCUSVTD-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_328	55	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_330	58	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_704	58	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_719	61	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_78c	52	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829	58	Caproic acid	caproic	hxa	exact_name	target caproic is absent from the BiGGr reactome; substituted hxa, which carries the identical InChIKey FUZZWVXGSFPDMH-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829	59	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829	60	3-Methylbutyric acid	3mb	ival	fuzzy_name		re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829b	57	Caproic acid	caproic	hxa	exact_name	target caproic is absent from the BiGGr reactome; substituted hxa, which carries the identical InChIKey FUZZWVXGSFPDMH-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829b	58	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_829b	61	3-Methylbutyric acid	3mb	ival	fuzzy_name		re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_909	49	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1000	52	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1029	56	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1051	63	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1113	58	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1130	58	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J1147	61	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J133	56	Propionic acid	ppa	prpnte	fuzzy_name	target ppa is absent from the BiGGr reactome; substituted prpnte, which carries the identical InChIKey XBDQKXXYIPTUBI-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J144	48	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J266	59	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J301	60	Caproic acid	caproic	hxa	exact_name	target caproic is absent from the BiGGr reactome; substituted hxa, which carries the identical InChIKey FUZZWVXGSFPDMH-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J301	61	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J301	62	3-Methylbutyric acid	3mb	ival	fuzzy_name		re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J397	61	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
mediadive_J872	58	Valeric acid	M03134	pta	exact_name	target M03134 is absent from the BiGGr reactome; substituted pta, which carries the identical InChIKey NQPDZGIKBAWPEJ-UHFFFAOYSA-M	re-derivation proposes a different compound, not a different enantiomer; needs a curator decision
