# tombstone_reason_codes.tsv
#
# The curation table behind data/web/tombstones.json. One row per withdrawn
# identifier in data/_quarantine.json.
#
#   id             the withdrawn medium id
#   reason_code    the published class-level code (tools/web_payload.py
#                  TOMBSTONE_REASON_CODES is the vocabulary; a code here that
#                  is not in that list fails the payload build)
#   source_reason  the workflow string the quarantine ledger carries
#   note           the reviewer's full prose, preserved verbatim, newlines as
#                  \n and tabs as spaces. INTERNAL. It is never projected into
#                  data/web/tombstones.json or onto any page.
#   evidence       the excerpt from the cited source the reviewer worked from,
#                  same escaping. INTERNAL, same rule.
#
id	reason_code	source_reason	note	evidence
growthlit_PMC10625248_bathypelagic_seawater_1_um_thiosulfate_1	not_a_defined_medium	workflow:rejected	REJECTED as a defined growth medium. This is natural, undefined Labrador Sea Water (~2000 m bathypelagic seawater) incubated with its native mixed prokaryotic community and merely spiked with trace (µM) amendments for a metatranscriptomic amendment experiment — not a chemically defined, reproducible culture medium. The seawater's bulk ionic composition (Na+, Cl-, Mg2+, SO4 2-, Ca2+, K+, HCO3-, natural DOM, nutrients) is never defined in the paper, so a GEM-ready formulation cannot be reconstructed. The auto-extracted components are also incomplete and partly artifactual: 'Sodium' (1 µM) and 'Sulfate' (1 µM) arise from salt-dissociation of Na2S2O3 rather than from any stated medium salt, and no real medium base exists. Oxygen: aerobic (the study explicitly concerns the 'oxygenated bathypelagic realm'). Recommend removing this record from the defined-media database, or reclassifying it as an environmental incubation/amendment treatment rather than a culture medium.	The water was split in duplicate 2 L acid-cleaned polycarbonate bottles and amended with 10 µM ammonia, 1 µM sulfite (Na2SO3), 1 µM thiosulfate (Na2S2O3), 1 µM thiosulfate and 10 µM of each glucose and acetate (thiosulfate + DOM treatment). All the treatments together with an unamended control were incubated at in situ temperature in the dark for 1 h or 72 h.
growthlit_PMC11129491_bs6_derived_cellobiose_enrichment_medium	extraction_artifact	workflow:rejected	The paper defines no separate 'BS6-derived cellobiose enrichment medium'; the record's own name concedes 'exact substrate ... not specified in text'. It is a spurious duplicate of BS6 (same cellobiose composition) generated from a growth-rate/doubling-time mention, and it is also internally inconsistent (Chloride listed as 20 g/L, Calcium dropped, O2 wrongly present). Not an independently defined medium -> reject; use the corrected BS6 record instead.	Growth medium 6, 7, 8, and 9 (BS6-9) were prepared by replacing the cellulose in the BS2 medium by cellobiose (0.2 g L−1) ...
growthlit_PMC11129491_bs_series_defined_medium_glucose_pyruvat	extraction_artifact	workflow:rejected	No 'BS-series defined medium' with the composition given (Cl 20, K 0.5, Mg 3.6, SO4 4.3, Na 20, no carbon source, no Ca, O2 present) is defined in the paper. The record's own name admits the substrate is 'not specified'. It is a hallucinated composite assembled from substrate-utilization statements (glucose/pyruvate/acetate), not a defined medium. The real defined single-substrate media are BS6-9. Reject.	members of the phylum Desulfobacterota ... utilized structurally less complex carbon substrates, such as lactate, pyruvate, and acetate (Table S5).
growthlit_PMC11129491_defined_marine_anaerobic_medium_bs_type_	extraction_artifact	workflow:rejected	The paper defines no lactate-containing 'defined marine anaerobic (BS-type) medium'. Lactate/pyruvate/acetate appear only as a substrate-utilization finding for Pseudodesulfovibrio S3T/S3-i (Table S5); those strains were actually isolated on BS8 (pyruvate). The record is a hallucinated medium conflating a substrate list with a formulation (partial BS1-strength salts, D-lactate with no amount). Correctly anaerobic, but not a defined medium -> reject.	Desulfobacterota (Pseudodesulfovibrio sp. strains S3T and S3-i) utilized structurally less complex carbon substrates, such as lactate, pyruvate, and acetate ... Lactate was their preferred substrate, which can be oxidized to pyruvate by lactate dehydrogenase.
growthlit_PMC11575207_basal_medium_sugar_glucose_xylose_or_cel	extraction_artifact	workflow:rejected	REJECT as a distinct medium: this entry is an ambiguous OR-list of substrates ('glucose, xylose, or cellobiose; concentration not stated') collapsed into one record with NO carbon source actually captured — it is not a single, defined, growth-supporting medium. The three concrete conditions it enumerates are already the separately-defined media growthlit_PMC11575207_basal_medium_10_g_l_glucose, _10_g_l_xylose, and _cellobiose_microplate_optim (this entry is redundant with them). The only genuine no-sugar variant the paper uses is the overnight seed culture ('basal medium containing no sugar'), which grows only weakly on yeast-extract carbon and is not a fermentation medium. Basal-medium composition (for reference only) is given below; note it also omitted the 1.5 g/L yeast extract and 100 mM sodium MES buffer.	Growth of B-768 on various carbon sources (glucose, xylose, cellobiose, galactose, mannose, or arabinose) ... B-768 was inoculated in basal medium containing no sugar and grown at 50°C overnight.
growthlit_PMC12598745_filtered_goodenough_lake_water_alkaline_	not_a_defined_medium	workflow:rejected	Not a defined/formulated growth medium. This is filtered NATURAL alkaline soda-lake water (Goodenough Lake) spiked with a ~2% NaH13CO3 isotopic tracer for in situ 13C-carbon-fixation probing of intact microbial mats. The paper provides no defined recipe for this water in the main text (only a 'mimicked 2018 Goodenough Lake water' in Supplementary Table 9, used to make GC-MS calibration standards, not as the incubation medium), so it cannot be reconstructed as a laboratory medium. The auto-extracted composition is also wrong: 'Sodium 14 g/L' and 'Chloride 14 g/L' were both mis-derived from a BIOMASS WASH buffer ('2 ml 14 g/1000 ml NaCl, similar to the salinity of Goodenough Lake'), not the medium, and 14 g/L NaCl cannot give 14 g/L of each ion; ammonium/nitrate 'little to none (trace)' were taken from Introduction prose about the lake; and the defining component of soda-lake water and of this experiment (~750 mM dissolved inorganic carbon as CO2/HCO3-/CO3(2-) plus the NaH13CO3 spike) is entirely absent. Recommend removing from the database.	Intact microbial mats were incubated with a filtered Goodenough Lake water spiked with ~2% NaH13CO3 to trace carbon incorporation over a 48-h period
growthlit_PMC8324050_universal_minimal_salts_ums	composition_not_stated	workflow:not_found	The paper does NOT state the composition of UMS; it references the recipe to citation 61 (Poole) and only lists supplements. Therefore the UMS salt base (phosphate salts, MgSO4, CaCl2, trace elements, Fe, vitamins, etc.) cannot be sourced from THIS paper, and I will not invent amounts. The current extracted components are a mis-extraction of the A. caulinodans supplement sentence (nicotinate 0.3 mM belongs there; the accompanying 10 mM succinate was dropped) with spurious Na+/Cl- salt-dissociation artifacts; they do not represent UMS. Organisms (Rhizobium leguminosarum bv. viciae 3841 / Azorhizobium caulinodans ORS571) are aerobic rhizobia grown aerobically when free-living (diazotrophic A. caulinodans sparged with 3% O2). Components below are only the paper-stated supplements for the A. caulinodans variant, shown for transparency; the medium's full formulation is not defined in this paper.	Cultures were grown in universal minimal salts (UMS) (61) or acid minimal salts (AMS) (63) medium at 28C. ... A. caulinodans ORS571 was grown in UMS medium supplemented with 10 mM succinate and 0.3 mM nicotinic acid at 37C.
lit_PMC8324050_ums_universal_minimal_salts_supplemented	extraction_artifact	workflow:rejected	The extracted entry lumps mutually EXCLUSIVE alternative carbon sources (succinate 20 mM, arabinose 20 mM, glucose 10 mM) plus the nitrogen source NH4Cl 10 mM into a single medium. The paper lists these as separate supplements used in different experiments, never as one combined medium, so the extracted formulation is not a real defined growth medium. In addition, the UMS salt base is not given in this paper (cited to reference 61) and is absent from the entry. It cannot be corrected into a valid single medium from this paper without inventing both the salt base and an arbitrary choice of one carbon source. Rhizobia here are aerobic free-living cultures. Components listed are the paper-stated supplements (as documentation only); they are alternatives, not a co-present recipe.	UMS was supplemented with different carbon and nitrogen sources at the following final concentrations: succinate, 20 mM; arabinose, 20 mM; glucose, 10 mM; and NH4Cl, 10 mM.
lit_PMC12172418_synthetic_minimal_medium_smm_with_substi	extraction_artifact	workflow:rejected	This entry is a substrate/carbon-source panel mislabelled as a growth medium, so it is rejected as a usable medium formulation. Two independent problems: (1) The 13 components are exactly the paper's Table 2 ('Testing of different carbon sources') — 12 sugars plus O2. Table 2 is NOT a medium; the paper states each sugar was substituted for D-glucose ONE AT A TIME ('substituting D-glucose with alternative sugars in amounts adjusted for carbon content', 'different amounts of other sugars systematically replaced glucose'). Bundling all 12 mutually-exclusive glucose substitutes into a single co-present formulation describes no experiment the paper ever ran. (2) The real base — the Synthetic Minimal Medium (SMM, from ref 30, Hussain/Kohler chemically defined medium for S. aureus) — is entirely absent. The paper puts the full SMM composition (inorganic salts and ions, amino acids, vitamins including nicotinamide substituted for nicotinic acid, plus the added trace metals) in Table S1 (supplementary) and only summarizes: 'The concentrations of the various components served as lower bounds ... as detailed in Table S1. In addition to the already provided salts and ions, we added minimal traces of zinc (EX_zn2_e), cobalt (EX_cobalt2_e), and copper (EX_cu2_e).' Table S1 is not present in the fulltext XML, so the correct SMM salts/amino-acids/vitamins cannot be reconstructed from this paper alone. Because the object neither represents a real single-experiment medium nor contains the SMM base, it should be rejected (or rebuilt from Table S1) rather than 'corrected'. Note also a likely extraction bug: the paper's 'D-arabinose' is mapped in Table 2 to EX_arab__L_e (L-arabinose) at lower bound -4.15, and the JSON inherited L-Arabinose. Oxygen: paper set EX_o2_e lower bound to -20 mmol/gDW/h (aerobic simulation); S. epidermidis is itself a facultative anaerobe.	For the growth simulations in different carbon sources, we used the SMM with nicotinamide instead of nicotinic acid as a basis (Table 2). The concentrations reported in the medium were established as lower bounds for the simulation. The concentrations of the listed carbon sources were calculated to be equivalent in carbon content to the initial 5 g/L of glucose used in the defined SMM.
complexlit_PMC2896665_diluted_whey_dw_medium_initial_ph_adjusted_t	not_a_defined_medium	workflow:rejected	Not a chemically defined medium. 'Diluted whey (DW)' is a natural dairy substrate (cheese whey diluted with water). Its reported composition consists only of bulk analytical parameters (total nitrogen, total phosphorus, proteins) plus lactose, which cannot be reconstituted as a defined formulation and are not BiGG-mappable species. Rejected as a natural-substrate list per the verification rules. Reported values are documented in components for the record; paper confirms lactose 22.0 g/L, total N 0.45 g/L, total P 0.25 g/L, proteins 2.0 g/L, native pH 5.4 (fermentation initial pH adjusted to 7.0). Grown aerobically (E. faecium CECT 410).	The DW medium (2.7% dry weight after water evaporation) used as fermentation medium contained (in g/L): lactose, 22.0; total nitrogen, 0.45; total phosphorus, 0.25; proteins, 2.0; pH, 5.4. Culture conditions were aerobic (30 C, 200 rpm, 0.5 L/h aeration; initial pH adjusted to 7.0).
complexlit_PMC2896665_realkalized_fed_batch_fermentation_i_dw_medi	not_a_defined_medium	workflow:rejected	Not a distinct defined medium: this is a fed-batch feeding regime layered on the natural cheese-whey (DW) base, replenished with a 400 g/L concentrated lactose solution. The base is a natural substrate defined only by bulk analytical parameters, so it is rejected on the same grounds as the DW record. Values are documented for the record. Grown aerobically.	Realkalized fed-batch fermentation I was fed with a 400 g/L concentrated lactose and sterile distilled water (if needed), over the DW medium (lactose 22.0; total nitrogen 0.45; total phosphorus 0.25; proteins 2.0 g/L). Aerobic (30 C, 200 rpm, 0.5 L/h aeration).
complexlit_PMC2896665_realkalized_fed_batch_fermentation_ii_dw_med	not_a_defined_medium	workflow:rejected	Not a distinct defined medium: a fed-batch feeding regime on the natural cheese-whey (DW) base, fed with a mixture of 400 g/L concentrated lactose and concentrated whey (CW) medium. Both DW and CW are natural whey substrates characterized only by bulk analytical parameters (total nitrogen, total phosphorus, proteins), not reconstitutable/BiGG-mappable defined formulations; rejected as a natural-substrate feeding regime. Values documented for the record. Grown aerobically.	Realkalized fed-batch fermentation II was fed with a mixture of a 400 g/L concentrated lactose and CW medium. The CW medium (6.3% dry weight) contained (in g/L): lactose, 48.1; total nitrogen, 1.05; total phosphorus, 0.43; proteins, 5.0; pH, 4.7. Aerobic (30 C, 200 rpm, 0.5 L/h aeration).
complexlit_PMC6153640_mineral_medium_with_acetate_electron_donor_a	composition_not_stated	workflow:not_found	SOURCE PAPER DOES NOT CONTAIN THE MEDIUM COMPOSITION. PMC6153640 (Conthe et al. 2018, on N2O-respiring communities) explicitly defers the full mineral-medium recipe to Conthe et al. 2018b (Environ. Microbiol. Rep.) and 2018c (ISME J). Accessible facts confirmed FROM this paper: (1) carbon source / electron donor = acetate (sodium acetate); (2) sole electron acceptor = N2O (100% N2O diluted in Argon) -> cultivation is ANAEROBIC, not aerobic; (3) N source = ammonium; (4) 20 C, pH 7, chemostat dilution rate 0.026/h. No numeric concentrations for phosphate buffer, KH2PO4/K2HPO4, MgSO4, CaCl2, trace elements, or vitamins are given anywhere in the text, tables, or supplements. Cannot confirm or correct the full formulation from this paper without fabricating; recipe must be pulled from Conthe et al. 2018b/c. IMPORTANT CORRECTIONS regardless of verdict: current record has aerobic=true and oxygen=facultative and lists an O2 exchange (EX_o2_e) -- this is WRONG; the system respires N2O under Argon and is anaerobic (no O2). The auto-extractor's O2 component should be removed and oxygen set to anaerobic.	"The reactor set-up, operation, sampling, and medium composition are described in detail in Conthe et al. (2018b, c)." The paper itself gives no mineral-salt recipe; it only states "100% pure N2O gas diluted in Argon gas was fed to the chemostat at a total flow rate of 200 ml/min" (electron acceptor, anaerobic), acetate/sodium acetate as electron donor and carbon source, and ammonium (NH4+) monitored as N source, at 20 C, pH 7.
complexlit_PMC6381291_rms_rhizobia_minimal_medium_supplemented_wit	composition_not_stated	workflow:not_found	RMS is a real chemically-defined rhizobia minimal medium with succinate as carbon source, but PMC6381291 does NOT provide its composition — it cites the formulation to Broughton et al., 1986. No salts, N source, buffer, vitamins, or trace elements are given in this paper, so the auto-extracted 2-component record (O2 + succinate only) cannot be verified or completed from this source. Oxygen corrected to aerobic based on 190 rpm shaken culture at 27°C (current record said 'facultative'). Full formulation requires manual sourcing from Broughton et al., 1986 (J Gen Microbiol). Carbon source succinate is correct; carbon amount not stated in this paper.	"NGR234 and derivative strains were grown at 27°C in/on rhizobia minimal medium supplemented with succinate (RMS) (Broughton et al., 1986) or tryptone yeast (TY) medium (Beringer, 1974)"; cultures grown at 27°C with 190 rpm shaking (aerobic).
complexlit_PMC9640675_aquil_tricho_natural_oligotrophic_south_chin	not_a_defined_medium	workflow:rejected	REJECTED as a defined medium: the base is NATURAL, undefined oligotrophic seawater (unknown ionic/organic composition), so it is not a chemically defined, BiGG-mappable formulation. Only the enrichments (phosphate, unspecified vitamins, EDTA-buffered trace metals) are defined; major salts are inherited from natural seawater and never specified. No organic carbon source (CO2-fixing) and no added N source (diazotroph). Oxygen corrected to aerobic (light-grown aerobic marine cyanobacterium), not 'facultative' as auto-extracted.	Base: natural seawater, '0.22 um-filtered and microwave-sterilized oligotrophic South China Sea surface water', 'enriched with various concentrations of chelexed and filter-sterilized NaH2PO4' and 'filter-sterilized vitamins and trace metals buffered with 20 uM EDTA'. Organism Trichodesmium erythraeum IMS101 is diazotrophic (N2-fixing, no added N source) and photoautotrophic (CO2). Chemostat reservoir 1.2 uM NaH2PO4; steady-state SRP 12.4-16.3 nM.
growthlit_PMC10092583_natural_seawater_medium_santa_barbara_ch	not_a_defined_medium	workflow:rejected	Rejected because the base is natural (collected) seawater with an undefined chemical composition (major-ion concentrations Na/Cl/Mg/Ca/K/SO4/carbonate are not defined in the paper), so a full defined formulation cannot be given. The paper uses NSW interchangeably with the fully defined ASW base plus the same defined supplements; the defined analog is captured by the ASW record (growthlit_PMC10092583_artificial_or_natural_seawater_medium_na). The auto-extract also mislabeled several supplement amounts (e.g. Na, Cu, Mn, Mo values swapped) and omitted the buffer/major ions.	'aged seawater collected from the Santa Barbara Channel (~10 m depth, 0.2-um pore size filtered and autoclaved)'. Supplements added were the same defined set as ASW (2.6 mg L-1 K2HPO4 and the trace-element mix), plus organism-specific N source.
growthlit_PMC10158823_cgxii	extraction_artifact	workflow:not_found	This paper does NOT define CGXII; it only references it in Table 2 as another study's medium (partial: 20 g/L yeast extract; 5 g/L urea). The auto-extracted record is fabricated/mis-derived: D-glucose 82 g/L, acetate 24 g/L, potassium 24 g/L, and biotin 0.2 mg/L do not appear in the paper, and the '20 g/L yeast extract' was mis-split into ammonium (20 g/L) + sulfate (20 g/L). CGXII is a real defined medium, but its true formulation must come from the primary CGXII references (Keilhauer/Unthan), not PMC10158823. Recommend removing or re-sourcing this record. Aerobic reflects standard C. glutamicum CGXII cultivation, but is not asserted by this paper.	Paper title: 'System metabolic engineering of Escherichia coli W for the production of 2-ketoisovalerate using unconventional feedstock.' CGXII appears only in the literature-comparison Table 2, cited from other studies (Buchholz et al., Krause et al.): 'Corynebacterium glutamicum ... 20 g/L yeast extract; 5 g/L urea.' The paper's own experiments used M9, not CGXII: 'Minimal medium M9 (pH 7.2) ... Under production conditions, M9 was supplemented with 1 g/L of yeast extract and 10 g/L of carbon source.' No full CGXII formulation is given anywhere in this article.
growthlit_PMC10158823_complex_medium_yeast_extract_corn_steep_	extraction_artifact	workflow:not_found	This paper does NOT define or use this medium; it only cites it in Table 2 for another organism (K. pneumoniae). The auto-extracted record invented D-glucose 81 g/L (not in the paper) and dropped the two defining complex ingredients (yeast extract, corn steep liquor). The cited salts (0.4 g/L KCl -> K+ + Cl-, 0.1 g/L MgSO4 -> Mg2+ + SO4, 5 g/L (NH4)2SO4 -> NH4 + SO4) were extracted correctly but belong to the other study. Because it contains undefined complex ingredients (yeast extract + corn steep liquor) and is not attributable to this paper, it should be removed or re-sourced. Oxygen set facultative (K. pneumoniae) but not asserted by this paper.	This complex medium appears only in the literature-comparison Table 2, cited from a Klebsiella pneumoniae study: 'Klebsiella pneumoniae ... 5 g/L yeast Extract; 4 g/L corn steep liquor; 5 g/L (NH4)2SO4; 0.4 g/L KCl and 0.1 g/L MgSO4.' The paper's own experiments used M9 + yeast extract, not this medium: 'Under production conditions, M9 was supplemented with 1 g/L of yeast extract and 10 g/L of carbon source.' The terms 'corn steep' / 'corn steep liquor' / 'CSL' occur nowhere in this paper's own medium descriptions.
growthlit_PMC10850783_bioconversion_in_0_1_m_potassium_phospha	not_a_defined_medium	workflow:rejected	This record does NOT represent a defined growth medium. It is a resting-cell BIOCONVERSION buffer (0.1 M potassium phosphate + a sugar substrate such as 10 mM lactose) in which cells do not grow (no nitrogen source, no defined salt/vitamin package). The auto-extractor incorrectly applied an 'M9 base expansion', injecting M9 salts (Na, NH4, Mg, SO4, Ca, Cl) and a full trace-element set (Fe2/Fe3, Mn, Zn, Cu, Co, Mo, Ni) that the paper never specifies for this buffer -- these are fabricated and must not be published. The paper's actual growth medium was 'modified M9' (M9 salts + 33 mM thiamine + 0.1% casamino acids + 0.2% glycerol) or TB, which is a distinct entity from this bioconversion buffer. Bioconversions are O2-dependent P450 oxidations, hence aerobic. Recommend rejecting/retiring this record; if a growth medium is desired, create a separate 'modified M9' record instead.	Methods: bioconversions were carried out with whole/resting cells resuspended in "0.1 M potassium phosphate (Kpi) buffer pH 7.5" ("0.1 M Kpi buffer pH 7.0" for alkanes) supplemented with sugar substrate, e.g. "10 mM lactose". Growth/induction was done separately, aerobically (37 C, 220 rpm shaking), in TB or modified M9 = "M9 salt + 33 mM thiamine, 0.1% (w/v) casamino acids, 0.2% (v/v) glycerol".
growthlit_PMC3782435_m9_minimal_medium_0_1_w_v_glucose	extraction_artifact	workflow:not_found	The paper explicitly names only lactose, maltose, or lactate as the 0.1% (w/v) carbon supplements to its M9 medium. No 'M9 + 0.1% (w/v) glucose' medium is defined in the text; glucose appears only as an unquantified batch comparison. This record appears to be an auto-extraction artifact and should not be published as a paper-sourced formulation.	"M9 minimal medium (47.7 mM Na2HPO4, 25 mM KH2PO4, 9.3 mM NaCl, 17.1 mM NH4, 2.0 mM MgSO4, 0.1 mM CaCl2) with 0.2 mM uracil, supplemented with 0.1% (w/v) lactose, maltose or lactate." Glucose is not among the 0.1% (w/v) carbon supplements; it is only mentioned in passing batch-culture comparisons (Fig. S3) with no defined M9 + 0.1% glucose formulation.
growthlit_PMC8614739_defined_chemically_defined_medium	composition_not_stated	workflow:not_found	PMC8614739 (error-propagation/regression study) does NOT describe the medium composition; it references DeLisa et al. 1999 (ref 28) for the E. coli defined medium and Paul et al. 2019 (ref 30) for the CHO chemically defined medium. Therefore the composition cannot be confirmed or corrected from this paper. The auto-extracted components glycerol and lactose are NOT stated in this article and appear fabricated/misattributed; ammonium (12.5% NH3) as nitrogen source and aerobic conditions (DO>30%, O2 supplementation, 37 C, pH 6.8) ARE supported. To verify the full defined-medium formulation, the primary source DeLisa et al. 1999 must be consulted. Marked not_found because this specific paper does not enumerate the medium.	The paper states the E. coli was 'cultivated on defined media given in [28]' (referring to DeLisa et al., 1999) and the CHO cells in 'a chemically defined medium; see [30]' (Paul et al., 2019); the medium formulation itself is not enumerated in this article. The only medium-related specifics given are operational: 37 C, pH 6.8 maintained by adding 12.5% NH3 (used as primary nitrogen source), aerobic with dissolved oxygen kept above 30% and pure-oxygen supplementation.
growthlit_PMC8531500_defined_2_3_bd_production_medium_jung_et	extraction_artifact	workflow:not_found	PMC8531500 (Enterobacter aerogenes IAM1183, 2,3-butanediol production) describes a single medium, and it is semi-defined (contains 5 g/L yeast extract and 10 g/L Casamino acids). There is NO fully chemically defined variant in the paper, so a 'defined 2,3-BD production medium' record is not supported by the source. This record is effectively a mislabeled duplicate of the semi-defined medium record and should be removed or relabeled; the correct full composition is captured under the semi-defined id. Micro-aerobic cultivation; E. aerogenes is a facultative anaerobe.	The paper describes only ONE medium: "(g/L) 6.8 Na2HPO4, 3 KH2PO4, 0.75 KCl, 0.28 Na2SO4, 5.35 (NH4)2SO4, 34.2 ZnCl2, 0.26 MgSO4·7H2O, 0.42 citric acid, 10 Casamino acids, 5 yeast extract". Because it contains yeast extract and Casamino acids, this medium is SEMI-defined, not defined.
complexlit_PMC7745072_atcc_1161_medium	composition_not_stated	workflow:not_found	Paper PMC7745072 (Mesoplasma florum L1) was fetched and read successfully. It only NAMES 'ATCC 1161 medium' as the culture medium and reports incubation temperature (optimum 34 C, no growth >36 C); it does NOT reproduce the medium's composition (no salts, carbon/N source, buffer, vitamins, trace elements, serum or amounts are given in the article). Therefore the medium is not_found within this source. The current auto-extracted record (heart infusion broth + horse serum + phenol red + 4% sucrose + 200 U/ml penicillin G + a yeast-extract complex decomposition) is NOT supported by any text in this paper and appears imported from external ATCC/GrowthDB documentation; its full formulation could not be verified against the paper and should not be treated as paper-confirmed. Oxygen not stated in the paper; left as facultative (Mesoplasma/Mollicutes are typically facultatively anaerobic) rather than asserting aerobic. Full ATCC 1161 formulation, if desired, must be sourced from ATCC medium documentation, not this article, during manual curation.	The optimal growth temperature of the type strain M. florum L1 was therefore evaluated in ATCC 1161 medium by measuring the doubling time at different incubation temperatures.
biospecimen_hmdb_cellular_cytoplasm	not_a_defined_medium	intracellular cytoplasm, not a growth medium		
